id	name	abb	category	pmid	source	samples	species	min	max	med	avg	dev	und	cut	ovr	inc	m	f	stage	who	region	methods	results	conclusions	validated	diag	prog	pred	ther	cost	relevance	implications	effect	comments	curator
18	Phosphorylated PRAS40;Phosphorylated ribosomal protein S6	PRAS40;RPS6	Protein	30129426	Tissue;Cell line	GBM=149	Homo Sapiens	18	70								NA		IV	NA	Germany	Immunoblot;Immunohistochemistry;Univariate survival analysis	 In this retrospective analysis of treatment-naïve samples of the OSAG 101-BSA-05 trial cohort, EGFR signaling activity markers phosphorylated PRAS40 and phosphorylated ribosomal protein S6 are identified as predictive markers for treatment efficacy of the EGFR-blocking antibody nimotuzumab in MGMT promoter unmethylated GBs	Study report markers for the selection of patients that might benefit from the EGFR-blocking antibody nimotuzumab;Results constitute a basis for further investigation of nimotuzumab or other EGFR- and mTOR-inhibitors in selected patient cohorts using the reported criteria as candidate predictive biomarkers	No	NA	Potential	Potential	NA	NA	Potential patient cohort selector	Potential method to successfully divide patient cohorts for nimotuzumab treatment.	Could lead to new method of defining patient cohorts for EGFR target treatment studies.	This study examines samples from a negative phase III trial, and theorizes that refined patient cohort selection for EGFR treatments could lead to improvements in clinical trials.	Erik Samuelsson
639	Tetraspanin CD151 expression	CD151	Protein	22926763	Tissue	GBM=36;PA=18;DA=19;AA=10;O=42;AO=37;OA=26;AOA=23	Homo Sapiens	38	70								22	14	I;II;III;IV	2007	Republic of Korea	Immunohistochemistry;Methylation specific PCR;Fisher's exact test;Kaplan-Meier method;Cox model;Log-rank test	Overexpression of CD151 was observed in a significant proportion (55.6%) of GBMs, while CD151 was rarely overexpressed in most of grade I to III glial tumors;CD151 overexpression was closely associated with MGMT methylation and it was a prognostic factor for predicting worse overall survival (OS) and progression‐free survival (PFS);Combination of CD151 overexpression and MGMT methylation better stratified the patients' OS and PFS;CD151 overexpression was an independent prognostic factor for predicting OS over MGMT methylation	CD151 seems to have a critical role for high‐grade progression in astroglial tumors;CD151 is a good tissue marker that can be used easily in a daily practice for predicting worse prognosis in patients with glioblastoma	No	NA	YES	NA	NA	NA	NA	NA	NA	NA	Ahmed
164	miRNA-363	miR-363	RNA	27495233	Tissue	40  glioma (10 Grade I;10 Grade II;10 Grade;10 Grade IV)	Homo Sapiens	9	71		39						16	24	I;II;III;IV	NA	NA	Multiplex real-time PCR;RT-qPCR	miRNA-363 upregulated in all tumorspecimen;miRNa-363 expression correlates with tumo grading			NA	NA	NA	NA	NA	NA	NA	NA	significant role of miRNA-363 expression in regulation of glioma cell biology;additional studies will be required to identify other potential targets of miRNA-363 and its role in regulation of glioma biology	Vanessa
503	DJ-1	DJ-1	Protein	23902708	Tissue	GBM=45;AA=38;DA=28	Homo Sapiens	12	71								74	37	II;III;IV	2000	Egypt	Immunohistochemistry;Interpretation of immunohistochemical satining of MIB-1 and DJ-1;ROC curves;ANOVA;Chi-square test;Fisher's exact test;Kaplan-Meier method;Log-rank test;Cox model	The statistical analysis revealed a significant correlation between each of DJ-1 and MIB-1 and the histological grade of astrocytomas;The univariate analysis showed that high grade, high DJ-1 score and MIB-1 labeling index ≥ 10.1 were associated with poor survival;Multivariate analysis for all the studied astrocytomas proved the independent prognostic significance of the histological grade and DJ-1 score;Multivariate analysis for each grade emphasized that DJ-1 was the only independent prognostic indicator in high-grade astrocytomas	Study emphasized the effectiveness of high DJ-1 expression in predicting poor survival of astrocytoma patients, when compared to MIB-1;DJ-1 could be particularly important in cases with discrepancies between the morphologic criteria and clinical parameters	No	Potential	Potential	NA	NA	NA	NA	NA	NA	Future studies, on a larger scale, are recommended in a trial to apply DJ-1 protein as a possible adjunct or even an alternative to MIB-1 immunohistochemistry especially in the histological borderline cases such as those at the grade II-III border and grade III-IV border	
553	Forkhead-box A1	FOXA1	Protein	23510544	Tissue	128 gliomas	Homo Sapiens	12	71								76	52	I;II;III;IV	NA	China	Immunohistochemistry assay; real time-PCR; western blotting	FOXA1 is overexpressed in glioma tissues compared with non-neoplastic brain tissues	FOXA1 might be a potential regulator of progression of human gliomas and its upregulation might be closely associated with poor clinical outcome	no	NO	YES	Potential	Potential	NA	NA	NA	NA		ANA
277	HOXA13	HOXA13	Protein;RNA	26356815	Tissue	GBM=66	Homo Sapiens	23	71								36	30	II;II;III;IV	2007	China	WB;PCR;IHC;Immunoflourescence	HOXA13 genes expression is directly associated with high grade glioma	high levels of HOXA13 is associated with GBM and poor prognosis. The down-regulation of HOXA13 decreased invasion and metastasis by inhibiting Wnt/β-catenin and TGF-β induced EMT. In vivo, inhibition of HOXA13 inhibited tumor growth and prolonged animal survival.		YES	YES	NO	NO	NA	NA	NA	NA	study suggests that HOXA13 promotes glioma progression in part via Wnt- and TGF-β-induced EMT and is a potential diagnostic biomarker for glioblastoma and an independent prognostic factor in high-grade glioma	RF
380	miR-31;miR-224;miR-432*;miR-454-3p;miR-672;miR-885-5p	miR-31;miR-224;miR-432*;miR-454-3p;miR-672;miR-885-5p	RNA	25322872	Tissue;Cell line	GBM=58;Control=10	Homo Sapiens	24	71								34	24	IV	2007	Czech Republic	MicroRNA expression profiling;Bisulfite conversion of DNA;MTT assay;Cox model;Kaplan Meier curves;t-test	Subsequent analysis revealed 28 significantly deregulated miRNAs in GBM tissue, which were able to precisely classify all examined samples;Correlation with clinical data led to identification of six-miRNA signature significantly associated with progression free survival (hazard ratio (HR) 1.98) and overa all survival (HR 2.86); MGMT methylation status was evaluated as reference method and Risk Score based on six-miRNA signature indicated significant superiority in prediction of clinical outcome in GBM patients;Risk Score based on six-miRNA signature is an independent prognostic classifier of GBM patients	Risk Score presents promising prognostic algorithm with potential for individualized treatment decisions in clinical management of GBM patients	Yes	NA	YES	NA	NA	NA	NA	NA	NA	A score based prognostic classifier but the microRNAs can be potential biomarkers	BP
762	14-3-3ζ positive expression	14-3-3ζ	Protein	21242845	Tissue	GBM=47	Homo Sapiens	24	71								22	25	IV	2000	China	Immunohistochemical staining;Kaplan Meier analysis;Log-rank test;Cox regression analysis	14-3-3zeta positive expression was observed in approximately 74.5% of patients with GBM;Patients in the 14-3-3zeta positive group had lower overall survival rates and median survival time than those in the 14-3-3zeta negative group (overall 2-year actuarial survival rates, 8.6% for the 14-3-3zeta positive group vs 16.7% for the 14-3-3zeta negative group,overall 2-year median survival time, 12.9 months for the 14-3-3zeta positive group vs 17.9 months for the 14-3-3zeta negative group);14-3-3zeta positive expression in tumor cells also was correlated with a shorter interval to tumor recurrence (median interval to recurrence, 5.9 months in the 14-3-3zeta positive group vs 8.3 months in the 14-3-3zeta negative group);Univariate and multivariate analyses showed that 14-3-3zeta positive expression was an independent prognostic factor	14-3-3zeta positive expression can be used as a potential molecular risk factor in patients with GBM	No	NA	Potential	NA	NA	NA	NA	NA	NA	NA	
451	miR-132 expression	miR-132	RNA	24466377	Tissue	GBM=43	Homo Sapiens	27	71								33	10	IV	2007	Australia	PCR;Relative quantification of miR-132;Kaplan Meier curves;Cox model;k-fold validation test	Tumor miR-132 levels ranged from 0.07- to 40.4-fold increase (mean = 5.5-fold increase) relative to normal brain;High-level miR-132 (above the mean) independently predicted for a significantly shorter overall survival; miR-132 was a stronger prognostic indicator than ECOG score and age at diagnosis but did not correlate with MGMT methylation status or extent of tumor resection;Cox regression analysis confirmed high miR-132 as the strongest predictor of outcome with a hazard ratio of 2.8	Study identified high miR-132 expression as a biomarker of poor prognosis in patients with primary GBM treated with the Stupp regimen	No	NA	YES	NA	NA	NA	NA	NA	NA	Is it predictive or prognostic?	
893	EphA2 expression	EphA2	Protein;DNA	18097589	Tissue	GBM=32;Control=10	Homo Sapiens	31	71								21	11	IV	2007	Germany	Immunohistochemistry;x400 Microscopy;Microvessel score;Survival curves;Chi-square test;Log-rank test	A high level expression of EphA2 was demonstrated in 24 (60%) of the primary and recurrent GBM analyzed;Increased expression of the EphA2 protein was significantly associated with the adverse outcome of GBM patients (p<0.01 for overall survival);High microvascular density was noted in those areas where the overexpression of EphA2 was marked;No significant correlation between the expression of EphA2 and microvascular density was reported	EphA2 may be a potential therapeutic target for anti-tumorigenic and anti-angiogenic therapies;Data in this study indicated that EphA2 may be a valuable candidate as a prognostic marker and a new targeted therapeutic assessment in primary and recurrent GBM	No	NO	Potential	NO	Potential	NA	NA	NA	NA	NA	BP
41	Histone deacetylase 1		Protein	29782850	Tissue	71 Glioma	Homo Sapiens	13	72								42	29	II;III;IV	Post 2010	China	IHC staining;RNA extraction and RT-qPCR;. Overexpression and knock-down of HDAC1 in glioblastoma cell line;Western Blotting	In this study, our findings demonstrated that protein and mRNA levels of HDAC1 were increased in glioma cell lines and glioma tissues compared to normal glial cell lines and non-neoplastic brain tissues, respectively.	For the first time, we have demonstrated that HDAC1 promotes proliferation and invasion in glioblastoma cells by activating PI3K/AKT and MEK/ERK signaling pathways in vitro and in vivo. These results suggest that HDAC1 may be a novel biomarker and potential therapeutic target in glioblastoma.	Potential	NA	Potential	NA	Potential	NA	NA	NA	NA	"However, HDAC1 expression in glioma remains controversial, and its specific function and molecular mechanism in glioblastoma is poorly understood." This is a paper that takes steps to validate the mechanism behind a proposed biomarker.	Erik Samuelsson
326	Transforming growth factor	TGF-β	Protein;RNA	25849941	Tissue	GBM=80	Homo Sapiens	18	72								44	36	NA	2007	Switzerland	RT-PCR;IHC	all three isoforms of TGF-β are expressed and biologically active, (ii) their expression seems to be commonly controlled, and (iii)  mRNA expression levels of the TGF-β isoforms were remarkably similar among newly diagnosed and recurrent tumors	(I)targeted approaches focusing on a particular isoform are unlikely to be successful in glioblastoma;(III)ntercurrent treatment in this patient population with radiotherapy or radiochemotherapy does not durably down- or up-regulate TGF-β pathway activity		NO	NO	YES	YES	NA	NA	NA	NA	This study points potential biomarkers for patient stratification in clinical trials of anti-TGF-β therapies in glioblastoma.	RF
714	IDH mutation	IDH1/2	DNA	22034964	Tissue	Secondary GBM=86	Homo Sapiens	20	72								47	39	IV	2000	China	High resolution melting analysis;Methylation specific PCR;Fluorescence in situ hybridization;Evaluation of response to TMZ;t-test;Kaplan Meier analysis;Cox model	 IDH (IDH1 or IDH2) mutations were found in 58/79 patients;IDH mutation, MGMT promoter methylation, and 1p19q codeletion were associated with prolonged progression‐free survival in univariate and multivariate analysis;IDH mutation and MGMT promoter methylation were correlated with a higher rate of objective response to temozolomide;Further analysis of response to temozolomide showed that patients with both IDH mutation and MGMT promoter methylation had the best response rate to temozolomide	IDH mutation appears to be a significant marker of positive chemosensitivity in secondary glioblastoma;Use of IDH status combined with MGMT promoter status as a stratification factor seems appropriate in future clinical trials involving temozolomide for the treatment of patients with secondary glioblastoma	No	NA	NA	YES	NA	NA	Use of IDH status combined with MGMT promoter status as a stratification factor seems appropriate in future clinical trials involving temozolomide for the treatment of patients with secondary glioblastoma	NA	NA	Only in case of secondary GBM and not primary GBM	
